phuong_phap,nhom,symbol,khung,doan,n_lenh,ev_r,win_pct,pf,sharpe,maxdd_r,ci_lo,ci_hi,phu_thuoc_gio,n_thap,ghi_chu
inside_outside,price_action,nzdjpy,H4,IS,1310,-0.0654,41.1,0.89,-0.056,105.4,-0.1271,-0.0039,False,False,
inside_outside,price_action,nzdjpy,H4,OOS,566,-0.0281,41.5,0.95,-0.024,48.9,-0.1234,0.0655,False,False,"DatetimeIndex(['2003-01-01 20:00:00', '2003-01-02 00:00:00',
               '2003-01-02 04:00:00', '2003-01-02 08:00:00',
               '2003-01-02 12:00:00', '2003-01-02 16:00:00',
               '2003-01-02 20:00:00', '2003-01-03 00:00:00',
               '2003-01-03 04:00:00', '2003-01-03 08:00:00',
               ...
               '2026-06-09 16:00:00', '2026-06-09 20:00:00',
               '2026-06-10 00:00:00', '2026-06-10 04:00:00',
               '2026-06-10 08:00:00', '2026-06-10 12:00:00',
               '2026-06-10 16:00:00', '2026-06-10 20:00:00',
               '2026-06-11 00:00:00', '2026-06-11 04:00:00'],
              dtype='datetime64[us]', name='timestamp', length=37386, freq=None)"
inside_outside,price_action,nzdjpy,H4,VALID,334,0.0403,44.3,1.07,0.034,16.6,-0.0835,0.1615,False,False,
bos,smc,nzdjpy,H4,IS,1123,0.0047,43.5,1.01,0.004,50.5,-0.0661,0.0755,False,False,
bos,smc,nzdjpy,H4,OOS,506,0.0472,44.5,1.08,0.039,22.7,-0.0633,0.1522,False,False,"DatetimeIndex(['2003-01-01 20:00:00', '2003-01-02 00:00:00',
               '2003-01-02 04:00:00', '2003-01-02 08:00:00',
               '2003-01-02 12:00:00', '2003-01-02 16:00:00',
               '2003-01-02 20:00:00', '2003-01-03 00:00:00',
               '2003-01-03 04:00:00', '2003-01-03 08:00:00',
               ...
               '2026-06-09 16:00:00', '2026-06-09 20:00:00',
               '2026-06-10 00:00:00', '2026-06-10 04:00:00',
               '2026-06-10 08:00:00', '2026-06-10 12:00:00',
               '2026-06-10 16:00:00', '2026-06-10 20:00:00',
               '2026-06-11 00:00:00', '2026-06-11 04:00:00'],
              dtype='datetime64[us]', name='timestamp', length=37386, freq=None)"
bos,smc,nzdjpy,H4,VALID,285,-0.1016,37.9,0.84,-0.086,36.5,-0.2347,0.0374,False,False,
choch,smc,nzdjpy,H4,IS,37,-0.0346,40.5,0.94,-0.029,9.9,-0.429,0.345,False,False,
choch,smc,nzdjpy,H4,OOS,14,0.5896,71.4,2.97,0.546,1.1,,,False,False,"DatetimeIndex(['2003-01-01 20:00:00', '2003-01-02 00:00:00',
               '2003-01-02 04:00:00', '2003-01-02 08:00:00',
               '2003-01-02 12:00:00', '2003-01-02 16:00:00',
               '2003-01-02 20:00:00', '2003-01-03 00:00:00',
               '2003-01-03 04:00:00', '2003-01-03 08:00:00',
               ...
               '2026-06-09 16:00:00', '2026-06-09 20:00:00',
               '2026-06-10 00:00:00', '2026-06-10 04:00:00',
               '2026-06-10 08:00:00', '2026-06-10 12:00:00',
               '2026-06-10 16:00:00', '2026-06-10 20:00:00',
               '2026-06-11 00:00:00', '2026-06-11 04:00:00'],
              dtype='datetime64[us]', name='timestamp', length=37386, freq=None)"
choch,smc,nzdjpy,H4,VALID,7,0.0214,42.9,1.04,0.017,3.2,,,False,False,
fvg,smc,nzdjpy,H4,IS,1770,0.0285,44.7,1.05,0.024,57.5,-0.0262,0.0848,False,False,
fvg,smc,nzdjpy,H4,OOS,815,-0.0006,42.6,1.0,-0.001,37.9,-0.0788,0.0778,False,False,"DatetimeIndex(['2003-01-01 20:00:00', '2003-01-02 00:00:00',
               '2003-01-02 04:00:00', '2003-01-02 08:00:00',
               '2003-01-02 12:00:00', '2003-01-02 16:00:00',
               '2003-01-02 20:00:00', '2003-01-03 00:00:00',
               '2003-01-03 04:00:00', '2003-01-03 08:00:00',
               ...
               '2026-06-09 16:00:00', '2026-06-09 20:00:00',
               '2026-06-10 00:00:00', '2026-06-10 04:00:00',
               '2026-06-10 08:00:00', '2026-06-10 12:00:00',
               '2026-06-10 16:00:00', '2026-06-10 20:00:00',
               '2026-06-11 00:00:00', '2026-06-11 04:00:00'],
              dtype='datetime64[us]', name='timestamp', length=37386, freq=None)"
fvg,smc,nzdjpy,H4,VALID,462,-0.0295,41.8,0.95,-0.025,37.7,-0.128,0.0767,False,False,
order_block,smc,nzdjpy,H4,IS,512,-0.0151,42.2,0.97,-0.013,28.9,-0.1123,0.0889,False,False,
order_block,smc,nzdjpy,H4,OOS,238,-0.0062,43.3,0.99,-0.005,17.4,-0.1481,0.1497,False,False,"DatetimeIndex(['2003-01-01 20:00:00', '2003-01-02 00:00:00',
               '2003-01-02 04:00:00', '2003-01-02 08:00:00',
               '2003-01-02 12:00:00', '2003-01-02 16:00:00',
               '2003-01-02 20:00:00', '2003-01-03 00:00:00',
               '2003-01-03 04:00:00', '2003-01-03 08:00:00',
               ...
               '2026-06-09 16:00:00', '2026-06-09 20:00:00',
               '2026-06-10 00:00:00', '2026-06-10 04:00:00',
               '2026-06-10 08:00:00', '2026-06-10 12:00:00',
               '2026-06-10 16:00:00', '2026-06-10 20:00:00',
               '2026-06-11 00:00:00', '2026-06-11 04:00:00'],
              dtype='datetime64[us]', name='timestamp', length=37386, freq=None)"
order_block,smc,nzdjpy,H4,VALID,145,-0.1326,37.9,0.79,-0.113,26.3,-0.3169,0.0589,False,False,
supply_demand,smc,nzdjpy,H4,IS,2259,-0.1157,38.8,0.81,-0.1,274.3,-0.1624,-0.0691,False,False,
supply_demand,smc,nzdjpy,H4,OOS,996,-0.1312,37.8,0.79,-0.113,140.5,-0.2005,-0.0594,False,False,"DatetimeIndex(['2003-01-01 20:00:00', '2003-01-02 00:00:00',
               '2003-01-02 04:00:00', '2003-01-02 08:00:00',
               '2003-01-02 12:00:00', '2003-01-02 16:00:00',
               '2003-01-02 20:00:00', '2003-01-03 00:00:00',
               '2003-01-03 04:00:00', '2003-01-03 08:00:00',
               ...
               '2026-06-09 16:00:00', '2026-06-09 20:00:00',
               '2026-06-10 00:00:00', '2026-06-10 04:00:00',
               '2026-06-10 08:00:00', '2026-06-10 12:00:00',
               '2026-06-10 16:00:00', '2026-06-10 20:00:00',
               '2026-06-11 00:00:00', '2026-06-11 04:00:00'],
              dtype='datetime64[us]', name='timestamp', length=37386, freq=None)"
supply_demand,smc,nzdjpy,H4,VALID,570,-0.0804,40.0,0.87,-0.069,55.7,-0.1773,0.015,False,False,
elliott_heur,heuristic,nzdjpy,H4,IS,62,-0.037,41.9,0.94,-0.032,15.6,-0.3203,0.2496,False,False,
elliott_heur,heuristic,nzdjpy,H4,OOS,31,-0.1509,35.5,0.76,-0.132,11.4,-0.5199,0.2865,False,False,"DatetimeIndex(['2003-01-01 20:00:00', '2003-01-02 00:00:00',
               '2003-01-02 04:00:00', '2003-01-02 08:00:00',
               '2003-01-02 12:00:00', '2003-01-02 16:00:00',
               '2003-01-02 20:00:00', '2003-01-03 00:00:00',
               '2003-01-03 04:00:00', '2003-01-03 08:00:00',
               ...
               '2026-06-09 16:00:00', '2026-06-09 20:00:00',
               '2026-06-10 00:00:00', '2026-06-10 04:00:00',
               '2026-06-10 08:00:00', '2026-06-10 12:00:00',
               '2026-06-10 16:00:00', '2026-06-10 20:00:00',
               '2026-06-11 00:00:00', '2026-06-11 04:00:00'],
              dtype='datetime64[us]', name='timestamp', length=37386, freq=None)"
elliott_heur,heuristic,nzdjpy,H4,VALID,20,-0.4943,25.0,0.37,-0.493,9.9,,,False,False,
wyckoff_heur,heuristic,nzdjpy,H4,IS,1344,-0.1421,37.4,0.77,-0.124,195.3,-0.2026,-0.0808,False,False,
wyckoff_heur,heuristic,nzdjpy,H4,OOS,569,-0.1672,36.0,0.74,-0.146,105.8,-0.2597,-0.0666,False,False,"DatetimeIndex(['2003-01-01 20:00:00', '2003-01-02 00:00:00',
               '2003-01-02 04:00:00', '2003-01-02 08:00:00',
               '2003-01-02 12:00:00', '2003-01-02 16:00:00',
               '2003-01-02 20:00:00', '2003-01-03 00:00:00',
               '2003-01-03 04:00:00', '2003-01-03 08:00:00',
               ...
               '2026-06-09 16:00:00', '2026-06-09 20:00:00',
               '2026-06-10 00:00:00', '2026-06-10 04:00:00',
               '2026-06-10 08:00:00', '2026-06-10 12:00:00',
               '2026-06-10 16:00:00', '2026-06-10 20:00:00',
               '2026-06-11 00:00:00', '2026-06-11 04:00:00'],
              dtype='datetime64[us]', name='timestamp', length=37386, freq=None)"
wyckoff_heur,heuristic,nzdjpy,H4,VALID,340,-0.0619,40.6,0.9,-0.053,38.1,-0.1803,0.0657,False,False,
breakout,chi_bao,nzdjpy,H4,IS,2096,0.0585,45.8,1.11,0.049,36.5,0.0083,0.1117,False,False,
breakout,chi_bao,nzdjpy,H4,OOS,925,0.0549,45.3,1.1,0.046,24.0,-0.021,0.1321,False,False,"DatetimeIndex(['2003-01-01 20:00:00', '2003-01-02 00:00:00',
               '2003-01-02 04:00:00', '2003-01-02 08:00:00',
               '2003-01-02 12:00:00', '2003-01-02 16:00:00',
               '2003-01-02 20:00:00', '2003-01-03 00:00:00',
               '2003-01-03 04:00:00', '2003-01-03 08:00:00',
               ...
               '2026-06-09 16:00:00', '2026-06-09 20:00:00',
               '2026-06-10 00:00:00', '2026-06-10 04:00:00',
               '2026-06-10 08:00:00', '2026-06-10 12:00:00',
               '2026-06-10 16:00:00', '2026-06-10 20:00:00',
               '2026-06-11 00:00:00', '2026-06-11 04:00:00'],
              dtype='datetime64[us]', name='timestamp', length=37386, freq=None)"
breakout,chi_bao,nzdjpy,H4,VALID,536,-0.086,39.4,0.86,-0.074,52.1,-0.1855,0.0162,False,False,
divergence,chi_bao,nzdjpy,H4,IS,1441,-0.0084,43.4,0.99,-0.007,54.6,-0.0679,0.0511,False,False,
divergence,chi_bao,nzdjpy,H4,OOS,657,-0.1301,37.3,0.79,-0.112,94.7,-0.2171,-0.0417,False,False,"DatetimeIndex(['2003-01-01 20:00:00', '2003-01-02 00:00:00',
               '2003-01-02 04:00:00', '2003-01-02 08:00:00',
               '2003-01-02 12:00:00', '2003-01-02 16:00:00',
               '2003-01-02 20:00:00', '2003-01-03 00:00:00',
               '2003-01-03 04:00:00', '2003-01-03 08:00:00',
               ...
               '2026-06-09 16:00:00', '2026-06-09 20:00:00',
               '2026-06-10 00:00:00', '2026-06-10 04:00:00',
               '2026-06-10 08:00:00', '2026-06-10 12:00:00',
               '2026-06-10 16:00:00', '2026-06-10 20:00:00',
               '2026-06-11 00:00:00', '2026-06-11 04:00:00'],
              dtype='datetime64[us]', name='timestamp', length=37386, freq=None)"
divergence,chi_bao,nzdjpy,H4,VALID,387,-0.1148,38.8,0.81,-0.099,54.2,-0.2289,0.0031,False,False,
pin_bar,price_action,nzdusd,H4,IS,1814,-0.0669,40.5,0.89,-0.057,139.1,-0.121,-0.0133,False,False,
pin_bar,price_action,nzdusd,H4,OOS,785,0.0268,43.7,1.05,0.022,29.3,-0.0554,0.1119,False,False,"DatetimeIndex(['2003-01-01 20:00:00', '2003-01-02 00:00:00',
               '2003-01-02 04:00:00', '2003-01-02 08:00:00',
               '2003-01-02 12:00:00', '2003-01-02 16:00:00',
               '2003-01-02 20:00:00', '2003-01-03 00:00:00',
               '2003-01-03 04:00:00', '2003-01-03 08:00:00',
               ...
               '2026-06-09 16:00:00', '2026-06-09 20:00:00',
               '2026-06-10 00:00:00', '2026-06-10 04:00:00',
               '2026-06-10 08:00:00', '2026-06-10 12:00:00',
               '2026-06-10 16:00:00', '2026-06-10 20:00:00',
               '2026-06-11 00:00:00', '2026-06-11 04:00:00'],
              dtype='datetime64[us]', name='timestamp', length=37392, freq=None)"
pin_bar,price_action,nzdusd,H4,VALID,445,-0.0822,40.4,0.86,-0.07,52.4,-0.184,0.0324,False,False,
engulfing,price_action,nzdusd,H4,IS,1611,-0.0445,41.6,0.93,-0.038,99.0,-0.1008,0.0143,False,False,
engulfing,price_action,nzdusd,H4,OOS,691,-0.1163,38.5,0.82,-0.099,85.6,-0.205,-0.0298,False,False,"DatetimeIndex(['2003-01-01 20:00:00', '2003-01-02 00:00:00',
               '2003-01-02 04:00:00', '2003-01-02 08:00:00',
               '2003-01-02 12:00:00', '2003-01-02 16:00:00',
               '2003-01-02 20:00:00', '2003-01-03 00:00:00',
               '2003-01-03 04:00:00', '2003-01-03 08:00:00',
               ...
               '2026-06-09 16:00:00', '2026-06-09 20:00:00',
               '2026-06-10 00:00:00', '2026-06-10 04:00:00',
               '2026-06-10 08:00:00', '2026-06-10 12:00:00',
               '2026-06-10 16:00:00', '2026-06-10 20:00:00',
               '2026-06-11 00:00:00', '2026-06-11 04:00:00'],
              dtype='datetime64[us]', name='timestamp', length=37392, freq=None)"
engulfing,price_action,nzdusd,H4,VALID,395,-0.0918,38.5,0.85,-0.079,51.3,-0.2076,0.0199,False,False,
inside_outside,price_action,nzdusd,H4,IS,1367,-0.0619,40.0,0.9,-0.052,106.0,-0.1224,0.0029,False,False,
inside_outside,price_action,nzdusd,H4,OOS,558,-0.073,39.8,0.88,-0.062,49.1,-0.1725,0.0182,False,False,"DatetimeIndex(['2003-01-01 20:00:00', '2003-01-02 00:00:00',
               '2003-01-02 04:00:00', '2003-01-02 08:00:00',
               '2003-01-02 12:00:00', '2003-01-02 16:00:00',
               '2003-01-02 20:00:00', '2003-01-03 00:00:00',
               '2003-01-03 04:00:00', '2003-01-03 08:00:00',
               ...
               '2026-06-09 16:00:00', '2026-06-09 20:00:00',
               '2026-06-10 00:00:00', '2026-06-10 04:00:00',
               '2026-06-10 08:00:00', '2026-06-10 12:00:00',
               '2026-06-10 16:00:00', '2026-06-10 20:00:00',
               '2026-06-11 00:00:00', '2026-06-11 04:00:00'],
              dtype='datetime64[us]', name='timestamp', length=37392, freq=None)"
inside_outside,price_action,nzdusd,H4,VALID,348,-0.0194,42.5,0.97,-0.016,23.7,-0.1347,0.1073,False,False,
bos,smc,nzdusd,H4,IS,1177,-0.0107,42.7,0.98,-0.009,57.9,-0.0753,0.0593,False,False,
bos,smc,nzdusd,H4,OOS,507,-0.0445,41.0,0.93,-0.038,32.4,-0.1418,0.0605,False,False,"DatetimeIndex(['2003-01-01 20:00:00', '2003-01-02 00:00:00',
               '2003-01-02 04:00:00', '2003-01-02 08:00:00',
               '2003-01-02 12:00:00', '2003-01-02 16:00:00',
               '2003-01-02 20:00:00', '2003-01-03 00:00:00',
               '2003-01-03 04:00:00', '2003-01-03 08:00:00',
               ...
               '2026-06-09 16:00:00', '2026-06-09 20:00:00',
               '2026-06-10 00:00:00', '2026-06-10 04:00:00',
               '2026-06-10 08:00:00', '2026-06-10 12:00:00',
               '2026-06-10 16:00:00', '2026-06-10 20:00:00',
               '2026-06-11 00:00:00', '2026-06-11 04:00:00'],
              dtype='datetime64[us]', name='timestamp', length=37392, freq=None)"
bos,smc,nzdusd,H4,VALID,302,-0.0813,40.7,0.86,-0.07,32.5,-0.2073,0.0455,False,False,
choch,smc,nzdusd,H4,IS,30,-0.1354,36.7,0.79,-0.117,9.2,-0.5404,0.2893,False,False,
choch,smc,nzdusd,H4,OOS,19,-0.3112,31.6,0.57,-0.281,6.3,,,False,False,"DatetimeIndex(['2003-01-01 20:00:00', '2003-01-02 00:00:00',
               '2003-01-02 04:00:00', '2003-01-02 08:00:00',
               '2003-01-02 12:00:00', '2003-01-02 16:00:00',
               '2003-01-02 20:00:00', '2003-01-03 00:00:00',
               '2003-01-03 04:00:00', '2003-01-03 08:00:00',
               ...
               '2026-06-09 16:00:00', '2026-06-09 20:00:00',
               '2026-06-10 00:00:00', '2026-06-10 04:00:00',
               '2026-06-10 08:00:00', '2026-06-10 12:00:00',
               '2026-06-10 16:00:00', '2026-06-10 20:00:00',
               '2026-06-11 00:00:00', '2026-06-11 04:00:00'],
              dtype='datetime64[us]', name='timestamp', length=37392, freq=None)"
choch,smc,nzdusd,H4,VALID,14,0.048,42.9,1.08,0.039,5.2,,,False,False,
fvg,smc,nzdusd,H4,IS,1913,-0.0163,42.3,0.97,-0.014,61.2,-0.0672,0.0377,False,False,
fvg,smc,nzdusd,H4,OOS,831,-0.0036,43.2,0.99,-0.003,39.2,-0.0868,0.0764,False,False,"DatetimeIndex(['2003-01-01 20:00:00', '2003-01-02 00:00:00',
               '2003-01-02 04:00:00', '2003-01-02 08:00:00',
               '2003-01-02 12:00:00', '2003-01-02 16:00:00',
               '2003-01-02 20:00:00', '2003-01-03 00:00:00',
               '2003-01-03 04:00:00', '2003-01-03 08:00:00',
               ...
               '2026-06-09 16:00:00', '2026-06-09 20:00:00',
               '2026-06-10 00:00:00', '2026-06-10 04:00:00',
               '2026-06-10 08:00:00', '2026-06-10 12:00:00',
               '2026-06-10 16:00:00', '2026-06-10 20:00:00',
               '2026-06-11 00:00:00', '2026-06-11 04:00:00'],
              dtype='datetime64[us]', name='timestamp', length=37392, freq=None)"
fvg,smc,nzdusd,H4,VALID,460,-0.1015,40.0,0.84,-0.087,51.7,-0.2087,0.0057,False,False,
order_block,smc,nzdusd,H4,IS,591,-0.0787,39.4,0.87,-0.066,82.5,-0.1782,0.0131,False,False,
order_block,smc,nzdusd,H4,OOS,252,-0.0033,41.7,0.99,-0.003,20.4,-0.1488,0.1525,False,False,"DatetimeIndex(['2003-01-01 20:00:00', '2003-01-02 00:00:00',
               '2003-01-02 04:00:00', '2003-01-02 08:00:00',
               '2003-01-02 12:00:00', '2003-01-02 16:00:00',
               '2003-01-02 20:00:00', '2003-01-03 00:00:00',
               '2003-01-03 04:00:00', '2003-01-03 08:00:00',
               ...
               '2026-06-09 16:00:00', '2026-06-09 20:00:00',
               '2026-06-10 00:00:00', '2026-06-10 04:00:00',
               '2026-06-10 08:00:00', '2026-06-10 12:00:00',
               '2026-06-10 16:00:00', '2026-06-10 20:00:00',
               '2026-06-11 00:00:00', '2026-06-11 04:00:00'],
              dtype='datetime64[us]', name='timestamp', length=37392, freq=None)"
order_block,smc,nzdusd,H4,VALID,149,0.0723,46.3,1.13,0.061,10.2,-0.1104,0.2629,False,False,
supply_demand,smc,nzdusd,H4,IS,2369,-0.0773,39.7,0.87,-0.066,213.7,-0.1252,-0.0273,False,False,
supply_demand,smc,nzdusd,H4,OOS,962,-0.0544,40.9,0.91,-0.046,80.4,-0.1302,0.0183,False,False,"DatetimeIndex(['2003-01-01 20:00:00', '2003-01-02 00:00:00',
               '2003-01-02 04:00:00', '2003-01-02 08:00:00',
               '2003-01-02 12:00:00', '2003-01-02 16:00:00',
               '2003-01-02 20:00:00', '2003-01-03 00:00:00',
               '2003-01-03 04:00:00', '2003-01-03 08:00:00',
               ...
               '2026-06-09 16:00:00', '2026-06-09 20:00:00',
               '2026-06-10 00:00:00', '2026-06-10 04:00:00',
               '2026-06-10 08:00:00', '2026-06-10 12:00:00',
               '2026-06-10 16:00:00', '2026-06-10 20:00:00',
               '2026-06-11 00:00:00', '2026-06-11 04:00:00'],
              dtype='datetime64[us]', name='timestamp', length=37392, freq=None)"
supply_demand,smc,nzdusd,H4,VALID,559,-0.0234,41.1,0.96,-0.02,48.0,-0.1189,0.0738,False,False,
elliott_heur,heuristic,nzdusd,H4,IS,51,-0.0104,43.1,0.98,-0.009,11.2,-0.3389,0.3008,False,False,
elliott_heur,heuristic,nzdusd,H4,OOS,35,0.2515,54.3,1.52,0.207,4.2,-0.1583,0.6831,False,False,"DatetimeIndex(['2003-01-01 20:00:00', '2003-01-02 00:00:00',
               '2003-01-02 04:00:00', '2003-01-02 08:00:00',
               '2003-01-02 12:00:00', '2003-01-02 16:00:00',
               '2003-01-02 20:00:00', '2003-01-03 00:00:00',
               '2003-01-03 04:00:00', '2003-01-03 08:00:00',
               ...
               '2026-06-09 16:00:00', '2026-06-09 20:00:00',
               '2026-06-10 00:00:00', '2026-06-10 04:00:00',
               '2026-06-10 08:00:00', '2026-06-10 12:00:00',
               '2026-06-10 16:00:00', '2026-06-10 20:00:00',
               '2026-06-11 00:00:00', '2026-06-11 04:00:00'],
              dtype='datetime64[us]', name='timestamp', length=37392, freq=None)"
elliott_heur,heuristic,nzdusd,H4,VALID,19,-0.5669,21.1,0.32,-0.597,10.8,,,False,False,
wyckoff_heur,heuristic,nzdusd,H4,IS,1322,-0.102,38.7,0.84,-0.087,143.1,-0.1643,-0.0365,False,False,
wyckoff_heur,heuristic,nzdusd,H4,OOS,559,-0.0871,39.5,0.86,-0.074,74.9,-0.1866,0.0125,False,False,"DatetimeIndex(['2003-01-01 20:00:00', '2003-01-02 00:00:00',
               '2003-01-02 04:00:00', '2003-01-02 08:00:00',
               '2003-01-02 12:00:00', '2003-01-02 16:00:00',
               '2003-01-02 20:00:00', '2003-01-03 00:00:00',
               '2003-01-03 04:00:00', '2003-01-03 08:00:00',
               ...
               '2026-06-09 16:00:00', '2026-06-09 20:00:00',
               '2026-06-10 00:00:00', '2026-06-10 04:00:00',
               '2026-06-10 08:00:00', '2026-06-10 12:00:00',
               '2026-06-10 16:00:00', '2026-06-10 20:00:00',
               '2026-06-11 00:00:00', '2026-06-11 04:00:00'],
              dtype='datetime64[us]', name='timestamp', length=37392, freq=None)"
